LTE/5g Category,Time,Packet Loss Rate,Packet delay,IoT,LTE/5G,GBR,Non-GBR,AR/VR/Gaming,Healthcare,Industry 4.0,IoT Devices,Public Safety,Smart City & Home,Smart Transportation,Smartphone,slice Type
13,3,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
19,14,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
5,0,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
22,3,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
8,19,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
10,11,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
14,3,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
10,17,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
9,11,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
4,10,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
3,8,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
11,7,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
17,7,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
15,18,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
2,6,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
10,20,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
18,16,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
7,7,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
11,13,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
20,20,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
7,6,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
12,16,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
16,23,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
10,18,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
7,19,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
12,10,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
19,20,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
12,22,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
15,21,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
13,10,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
12,11,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
1,21,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
6,13,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
6,18,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
11,22,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
6,12,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
19,19,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
5,16,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
4,16,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
16,9,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
9,6,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
19,19,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
9,1,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
13,5,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
22,13,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
18,14,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
20,9,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
9,9,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
8,1,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
1,11,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
17,9,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
13,22,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
20,7,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
1,18,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
6,17,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
14,1,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
11,22,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
5,20,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
12,15,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
16,6,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
6,8,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
9,20,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
12,22,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
2,22,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
2,13,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
13,10,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
1,8,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
13,21,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
10,14,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
14,15,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
20,16,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
9,6,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
7,10,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
18,15,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
17,5,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
4,16,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
16,7,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
13,1,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
15,2,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
7,1,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
2,19,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
1,16,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
3,21,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
13,5,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
9,11,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
2,9,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
20,5,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
4,8,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
14,17,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
15,16,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
5,17,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
9,2,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
6,21,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
1,4,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
3,15,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
1,8,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
1,9,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
19,0,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
10,11,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
16,9,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
2,19,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
18,21,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
9,7,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
12,20,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
19,18,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
8,13,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
5,10,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
4,21,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
13,2,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
10,0,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
11,3,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
6,22,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
17,18,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
21,6,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
15,20,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
15,22,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
3,16,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
11,19,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
8,2,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
4,3,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
20,10,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
18,2,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
20,14,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
10,15,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
12,2,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
3,12,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
1,14,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
12,8,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
17,20,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
11,1,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
16,2,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
13,7,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
18,20,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
8,19,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
11,12,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
7,13,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
13,0,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
7,16,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
18,7,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
13,17,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
19,3,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
11,10,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
3,13,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
17,10,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
1,9,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
6,10,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
18,12,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
13,5,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
19,0,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
4,8,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
5,8,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
2,15,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
16,11,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
21,8,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
14,16,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
17,3,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
12,16,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
11,17,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
8,2,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
10,10,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
16,14,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
17,15,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
7,17,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
13,2,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
12,19,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
9,2,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
12,4,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
7,3,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
22,19,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
3,5,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
7,7,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
5,17,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
13,22,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
12,12,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
12,21,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
17,5,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
11,0,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
13,0,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
11,2,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
17,20,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
21,22,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
14,11,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
11,15,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
16,11,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
17,12,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
7,4,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
10,1,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
11,1,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
5,10,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
12,1,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
19,18,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
14,21,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
9,12,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
19,9,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
4,0,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
14,7,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
14,3,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
17,15,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
8,12,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
10,11,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
11,7,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
16,22,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
12,0,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
9,22,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
19,17,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
14,8,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
14,4,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
14,11,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
13,11,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
10,8,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
3,12,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
5,7,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
5,8,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
19,17,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
17,11,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
15,17,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
3,8,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
9,23,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
21,5,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
16,17,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
22,14,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
11,13,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
13,7,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
8,16,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
11,3,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
17,4,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
14,5,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
10,1,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
12,8,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
20,15,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
12,9,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
7,8,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
17,16,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
19,6,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
11,23,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
17,23,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
2,18,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
13,12,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
4,13,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
8,6,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
1,22,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
1,19,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
9,13,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
16,22,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
21,16,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
14,13,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
10,19,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
1,20,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
8,20,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
4,4,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
10,10,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
15,5,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
11,22,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
4,10,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
13,22,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
2,9,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
17,0,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
15,2,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
11,3,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
5,10,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
15,20,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
5,9,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
18,12,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
14,5,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
2,5,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
2,17,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
9,2,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
11,0,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
5,22,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
8,16,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
7,15,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
18,7,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
2,21,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
12,12,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
8,9,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
3,17,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
10,6,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
16,13,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
8,11,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
2,10,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
5,9,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
6,7,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
16,13,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
17,14,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
8,19,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
2,22,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
18,8,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
11,6,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
17,3,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
2,13,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
16,8,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
12,20,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
2,10,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
14,4,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
1,7,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
13,11,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
9,21,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
17,17,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
5,6,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
9,6,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
13,16,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
2,10,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
15,2,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
1,10,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
16,15,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
21,7,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
14,14,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
21,13,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
20,15,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
17,9,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
11,21,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
11,7,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
22,18,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
15,4,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
17,11,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
18,15,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
4,21,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
17,8,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
11,3,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
22,9,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
5,2,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
16,0,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
10,8,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
13,0,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
20,0,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
2,19,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1
20,10,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
16,11,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
18,4,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
15,23,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
11,18,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
20,21,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
3,1,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
6,6,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
4,9,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
15,13,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
20,18,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1
15,10,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1
7,14,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
22,11,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
4,13,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
1,15,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
10,15,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
1,4,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1
7,0,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
2,14,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
5,8,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
17,22,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2
15,6,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
17,19,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1
17,17,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
9,5,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3
13,10,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
20,19,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
2,20,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
4,15,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
7,13,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1
3,5,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1
18,19,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
7,3,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3
14,15,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
18,11,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
12,21,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1
4,20,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
20,12,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1
3,0,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2
12,21,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2
19,8,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3
20,8,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1
7,4,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3
15,21,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2
